Windspeed,optimizer_energy,optimizer_time,straight_energy,straight_time
0,4.957935125233215,65.00193589400772,4.958215492363094,64.95678068174638
5,4.136649855829129,53.21657089509701,4.339570465237539,49.85967598165127
10,3.603937078394593,44.20819543890885,3.933957912844562,41.697495678174555
15,3.240108157156998,37.505631039787566,3.670079545074113,35.737886709311795
20,3.025501223858625,34.66935914008852,3.3386601272646725,33.993463423988736
25,3.0645086842154163,34.27731554985394,3.2794635978643853,33.9934634241536
30,3.2020404301004097,34.741731900732276,3.437929069266685,33.99346342398451
